name,location,date,time,description,link,embedded
Guest Chef - Nathalie Salmon House,"4538 Ashland Ave, Wicker Park, Chicago, IL",12/5/2024,5:00 PM,Prepare and serve meals as a guest chef at Nathalie Salmon House.,https://createthegood.aarp.org/opportunity-details.144897,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Guest Chef - Pat Crowley House,"5275 Pulaski Rd, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Assist with meal preparation and cooking for seniors at the Pat Crowley House.,https://createthegood.aarp.org/opportunity-details.144896,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
Spanish Speaking Youth Program Volunteer,"875 Pulaski Rd, Bronzeville, Chicago, IL",12/31/2024,12:00 PM,Volunteer with The Salvation Army to assist with Spanish-speaking youth programs.,https://www.volunteermatch.org/search/opp3848320.jsp,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
IVC Seeks Active Seniors for the Chicago Area,"9620 Ashland Ave, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Ignatian Volunteer Corps seeks active seniors to volunteer in the Chicago area.,https://www.volunteermatch.org/search/opp239185.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Food Pantry Stocking with The Salvation Army,"4271 Ashland Ave, Logan Square, Chicago, IL",12/31/2024,12:00 PM,Help stock food pantry with The Salvation Army in Chicago.,https://www.volunteermatch.org/search/opp3846285.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Tutor a Refugee Student,"2373 State St, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Tutor refugee students and help them with their education.,https://www.volunteermatch.org/search/opp3845885.jsp,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
"Volunteer Tutors needed for Adult Literacy, ESL, Digital Literacy","6898 Michigan Ave, Lakeview, Chicago, IL",12/31/2024,12:00 PM,"Volunteer tutors needed for adult literacy, ESL, and digital literacy programs.",https://www.volunteermatch.org/search/opp3845735.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Nourishing Hope - Be our Bilingual Spanish Intake Volunteer at El Mercadito,"8247 Halsted St, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Bilingual Spanish intake volunteer needed at El Mercadito.,https://www.volunteermatch.org/search/opp3338278.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Nourishing Hope - Help distribute food at El Mercadito!,"555 Michigan Ave, Logan Square, Chicago, IL",12/31/2024,12:00 PM,Help distribute food at El Mercadito with Nourishing Hope.,https://www.volunteermatch.org/search/opp3161248.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mentor an Adult Refugee,"2294 Western Ave, Rogers Park, Chicago, IL",12/31/2024,12:00 PM,Mentor adult refugees and help them integrate into the community.,https://www.volunteermatch.org/search/opp3845357.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Make An IMPACT Today!!,"5878 Michigan Ave, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Volunteer with Midtown-Metro Achievement Centers to make an impact.,https://www.volunteermatch.org/search/opp3845164.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Help Kids Read!,"7923 Wabash Ave, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Volunteer to help kids read with SitStayRead.,https://www.volunteermatch.org/search/opp3766733.jsp,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Greeter for Paws and Claws Cat Rescue,"1191 State St, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Volunteer as a greeter for Paws and Claws Cat Rescue.,https://www.volunteermatch.org/search/opp3759876.jsp,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Cat Care Crew,"2296 Halsted St, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Join the cat care crew at Paws and Claws Cat Rescue.,https://www.volunteermatch.org/search/opp3723121.jsp,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Transport Volunteer,"415 Western Ave, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Volunteer as a transport assistant for Paws and Claws Cat Rescue.,https://www.volunteermatch.org/search/opp3431541.jsp,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Meals from the Heart with Ronald McDonald House,"6725 Michigan Ave, Pilsen, Chicago, IL",12/31/2024,12:00 PM,Prepare meals for families at Ronald McDonald House.,https://www.volunteermatch.org/search/opp3379273.jsp,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
PAWS Chicago Medical Center Volunteer,"9107 Western Ave, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Volunteer at the PAWS Chicago Medical Center.,https://www.volunteermatch.org/search/opp3335577.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
PAWS Chicago Lincoln Park Adoption Center Volunteer,"9388 Wabash Ave, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Volunteer at the PAWS Chicago Lincoln Park Adoption Center.,https://www.volunteermatch.org/search/opp300261.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are you active or retired military who wants to support Veterans at End of Life?,"1774 State St, Uptown, Chicago, IL",12/31/2024,12:00 PM,Support veterans at end of life with Unity Hospice.,https://www.volunteermatch.org/search/opp3841451.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Lead cultural outings for travelers to Chicago!,"9492 Clark St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer to lead cultural outings for travelers visiting Chicago. Share your knowledge of the city's landmarks and cultural attractions with hostel guests.,https://www.volunteermatch.org/search/opp3833233.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Lead Monday Night Karaoke Outings for Hostel Guests,"2697 Halsted St, Wicker Park, Chicago, IL",12/25/2023,6:00 PM,Organize and lead Monday night karaoke outings for hostel guests. Create a fun and engaging atmosphere for travelers.,https://www.volunteermatch.org/search/opp3833198.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Do you Quilt, knit or crochet and want to make someone's day?","4300 Halsted St, Uptown, Chicago, IL",12/26/2023,2:00 PM,"Create handmade items like quilts, knits, or crocheted goods to bring joy to hospice patients. Your crafting skills can make a difference.",https://www.volunteermatch.org/search/opp3831780.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Corporate Volunteers needed to Bring Comfort and Joy to Hospice Patients,"4433 Clark St, Lakeview, Chicago, IL",12/27/2023,11:00 AM,Join as a corporate volunteer to bring comfort and joy to hospice patients. Your presence can make a significant difference in their lives.,https://www.volunteermatch.org/search/opp3830696.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Resource Connections - ADULTEVANSTON VINEYARD CHURCH: CARE CENTER,"2823 Ashland Ave, Lakeview, Chicago, IL",12/28/2023,9:00 AM,Volunteer at the Evanston Vineyard Church Care Center to help with resource connections for adults in need.,https://www.volunteermatch.org/search/opp3829179.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Clothes Closet - TEENEVANSTON VINEYARD CHURCH: CARE CENTER,"3891 Wabash Ave, Wicker Park, Chicago, IL",12/28/2023,10:00 AM,Assist at the clothes closet for teens at the Evanston Vineyard Church Care Center. Help provide essential clothing items to those in need.,https://www.volunteermatch.org/search/opp3829175.jsp,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Clothes Closet - ADULTEVANSTON VINEYARD CHURCH: CARE CENTER,"3658 Pulaski Rd, Lakeview, Chicago, IL",12/28/2023,11:00 AM,Volunteer at the clothes closet for adults at the Evanston Vineyard Church Care Center. Help provide essential clothing items to those in need.,https://www.volunteermatch.org/search/opp3829174.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Food Pantry - TEENEVANSTON VINEYARD CHURCH: CARE CENTER,"3697 Pulaski Rd, Logan Square, Chicago, IL",12/29/2023,9:00 AM,Volunteer at the food pantry for teens at the Evanston Vineyard Church Care Center. Help distribute food to those in need.,https://www.volunteermatch.org/search/opp3829158.jsp,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
Food Pantry - ADULTEVANSTON VINEYARD CHURCH: CARE CENTER,"1602 Michigan Ave, Logan Square, Chicago, IL",12/29/2023,10:00 AM,Volunteer at the food pantry for adults at the Evanston Vineyard Church Care Center. Help distribute food to those in need.,https://www.volunteermatch.org/search/opp3829157.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Food Pantry - UnloadingEVANSTON VINEYARD CHURCH: CARE CENTER,"9865 Western Ave, Logan Square, Chicago, IL",12/29/2023,11:00 AM,Assist with unloading and organizing food items at the Evanston Vineyard Church Care Center food pantry.,https://www.volunteermatch.org/search/opp3829153.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Affiliate Board Member (this is our Junior Board not our Governing Board),"3941 Ashland Ave, Wicker Park, Chicago, IL",12/30/2023,3:00 PM,Join the Junior Board of the Leukemia Research Foundation as an Affiliate Board Member. Contribute to the organization's mission and activities.,https://www.volunteermatch.org/search/opp3828667.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Shelter Volunteers,"6389 Wabash Ave, Lakeview, Chicago, IL",12/31/2023,9:00 AM,Volunteer at the Greater Chicago Ferret Association shelter. Assist with daily tasks and help care for ferrets.,https://www.volunteermatch.org/search/opp3241570.jsp,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Teach Immigrants English - Become an English Literacy Tutor!,"2185 Wabash Ave, Lakeview, Chicago, IL",1/1/2024,10:00 AM,Volunteer as an English literacy tutor for immigrants at the Aquinas Literacy Center. Help non-native speakers improve their English skills.,https://www.volunteermatch.org/search/opp2502931.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Volunteer Digital Retouch Artist,"7395 Wabash Ave, Pilsen, Chicago, IL",1/2/2024,11:00 AM,Volunteer as a digital retouch artist for Now I Lay Me Down To Sleep. Help edit and enhance photos for families in need.,https://www.volunteermatch.org/search/opp3725736.jsp,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Are you a Veteran Looking to Help Other Veterans? Become a Hospice Volunteer!,"5630 Clark St, Lakeview, Chicago, IL",1/3/2024,2:00 PM,Veterans can volunteer to support other veterans in hospice care. Provide companionship and support to patients in need.,https://www.volunteermatch.org/search/opp3823275.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
"Share Comfort, Share Love, Become a Hospice Patient's Friend!","6416 State St, Lakeview, Chicago, IL",1/4/2024,3:00 PM,Volunteer to be a friend to hospice patients. Provide emotional support and companionship to those in need.,https://www.volunteermatch.org/search/opp3820388.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
Volunteer Hairdressers Needed,"2271 Michigan Ave, Lakeview, Chicago, IL",1/5/2024,10:00 AM,Volunteer hairdressers needed to provide grooming services for hospice patients. Help bring comfort and dignity to those in need.,https://www.volunteermatch.org/search/opp3818261.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Veteran Volunteer - Honor Patients in Chicago,"817 Western Ave, Lakeview, Chicago, IL",1/6/2024,11:00 AM,Veterans can volunteer to honor and support patients in Chicago. Provide companionship and respect to those in need.,https://www.volunteermatch.org/search/opp3802980.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
"Tech Help - Home/phone visits for TV, cable, phone, scanners/printers, streaming","2704 Halsted St, Lakeview, Chicago, IL",1/7/2024,2:00 PM,Volunteer to provide tech support for seniors and individuals in need. Assist with setting up and troubleshooting devices.,https://www.volunteermatch.org/search/opp3735020.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Hospice Volunteer in Chicago,"5802 Western Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,"Volunteer with JourneyCare to support hospice patients and families in Chicago. Provide companionship, emotional support, and assist with daily activities.",https://www.volunteermatch.org/search/opp3706408.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
Food & Hygiene Pantry Volunteer,"6952 Pulaski Rd, Logan Square, Chicago, IL",12/20/2023,2:00 PM,Assist EZRA Multi-Service Center in organizing and distributing food and hygiene products to those in need.,https://www.volunteermatch.org/search/opp3680980.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Moments Hospice Pet Therapy Volunteer,"176 State St, Lakeview, Chicago, IL",12/15/2023,11:00 AM,Volunteer with Moments Hospice to provide pet therapy visits to patients in Chicago.,https://www.volunteermatch.org/search/opp3676376.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]"
Youth Recruiter,"4683 Wabash Ave, Bronzeville, Chicago, IL",12/18/2023,3:00 PM,"Recruit and mentor youth for AWOFINC - A Work of Faith Ministries, Inc.",https://www.volunteermatch.org/search/opp3632823.jsp,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Blood Drive Volunteer - Downtown Chicago Area,"1435 State St, Lakeview, Chicago, IL",12/22/2023,9:00 AM,Assist Vitalant in organizing blood drives in the Downtown Chicago area.,https://www.volunteermatch.org/search/opp3574184.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Blood Drive Volunteer - Lincoln Park Area,"2507 Wabash Ave, Lakeview, Chicago, IL",12/19/2023,1:00 PM,Volunteer with Vitalant to support blood drives in the Lincoln Park area.,https://www.volunteermatch.org/search/opp3573303.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Blood Drive Volunteer - Evanston Area,"9875 Michigan Ave, Lakeview, Chicago, IL",12/21/2023,10:00 AM,Assist Vitalant in organizing blood drives in the Evanston area.,https://www.volunteermatch.org/search/opp3573291.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
American Cancer Society - Drive cancer patients to treatment,"1891 Western Ave, Lakeview, Chicago, IL",12/14/2023,9:00 AM,"Volunteer with the American Cancer Society to transport cancer patients to treatment in Cook County, IL.",https://www.volunteermatch.org/search/opp3551653.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Volunteer to tutor and mentor 1:1 with a student in Chicago,"1658 Ashland Ave, Lakeview, Chicago, IL",12/12/2023,4:00 PM,Tutoring Chicago seeks volunteers to tutor and mentor students in a 1:1 setting.,https://www.volunteermatch.org/search/opp3518740.jsp,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Pharmacist Volunteer,"7306 Wabash Ave, Rogers Park, Chicago, IL",12/11/2023,2:00 PM,Volunteer as a pharmacist with CommunityHealth in Chicago.,https://www.volunteermatch.org/search/opp3482843.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Pharmacy Technician Volunteer,"291 Western Ave, Rogers Park, Chicago, IL",12/13/2023,3:00 PM,Volunteer as a pharmacy technician with CommunityHealth in Chicago.,https://www.volunteermatch.org/search/opp3482838.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Polish Medical Interpreter,"5085 Wabash Ave, Rogers Park, Chicago, IL",12/10/2023,11:00 AM,Volunteer as a Polish medical interpreter at CommunityHealth in Chicago.,https://www.volunteermatch.org/search/opp3482820.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Spanish Medical Interpreter,"5471 State St, Rogers Park, Chicago, IL",12/9/2023,10:00 AM,Volunteer as a Spanish medical interpreter at CommunityHealth in Chicago.,https://www.volunteermatch.org/search/opp3482818.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Advise BIPOC Business Owners,"6952 Pulaski Rd, Rogers Park, Chicago, IL",12/8/2023,1:00 PM,Volunteer with Pacific Community Ventures to advise BIPOC business owners remotely.,https://www.volunteermatch.org/search/opp3468757.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
HR Advice for BIPOC-Owned Businesses,"730 Wabash Ave, Rogers Park, Chicago, IL",12/7/2023,3:00 PM,Provide HR advice to BIPOC-owned businesses through Pacific Community Ventures.,https://www.volunteermatch.org/search/opp3468740.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Expand your Network While Supporting Small Businesses,"329 Western Ave, Rogers Park, Chicago, IL",12/6/2023,2:00 PM,Volunteer with Pacific Community Ventures to support small businesses and expand your professional network.,https://www.volunteermatch.org/search/opp3468708.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1-on-1 Weekly TEAM Mentoring,"6183 Clark St, Lakeview, Chicago, IL",3/15/2024,10:00 AM,Volunteer to provide weekly mentoring to students through the TEAM program at Erie Neighborhood House.,https://www.volunteermatch.org/search/opp3395464.jsp,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
Cardiac Rehab Volunteer,"6691 Ashland Ave, Lakeview, Chicago, IL",3/16/2024,2:00 PM,Assist with cardiac rehabilitation activities and support patients at Rush Oak Park Hospital.,https://www.volunteermatch.org/search/opp3373609.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
General Volunteer - The Salvation Army,"689 Clark St, Rogers Park, Chicago, IL",3/17/2024,9:00 AM,General volunteer opportunities supporting various community programs at The Salvation Army.,https://www.volunteermatch.org/search/opp3349054.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Greater Chicago Food Depository Pop-up Distribution (Noon Shift),"4113 Pulaski Rd, Logan Square, Chicago, IL",3/18/2024,12:00 PM,Help distribute food at a pop-up location in various areas around Chicago.,https://www.volunteermatch.org/search/opp3313328.jsp,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
Greater Chicago Food Depository Pop-up Distribution (Morning Shift),"3772 Halsted St, Logan Square, Chicago, IL",3/19/2024,8:00 AM,Assist with morning food distribution at various locations around Chicago.,https://www.volunteermatch.org/search/opp3313327.jsp,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
Greater Chicago Food Depository Repack Session (Afternoon Shift),"2060 Pulaski Rd, Logan Square, Chicago, IL",3/20/2024,1:00 PM,Help repack food donations for distribution at the Greater Chicago Food Depository.,https://www.volunteermatch.org/search/opp3313325.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Greater Chicago Food Depository Repack Session (Morning Shift),"7211 Clark St, Logan Square, Chicago, IL",3/21/2024,9:00 AM,Assist with morning food repackaging activities at the Greater Chicago Food Depository.,https://www.volunteermatch.org/search/opp3313324.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
Volunteer with the Greater Chicago Food Depository!,"6945 Clark St, Logan Square, Chicago, IL",3/22/2024,10:00 AM,Volunteer opportunities available at the Greater Chicago Food Depository to help fight hunger.,https://www.volunteermatch.org/search/opp3313303.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Volunteer tutors needed for a children's program,"6494 Ashland Ave, Lakeview, Chicago, IL",3/23/2024,3:00 PM,"Tutor children in various locations around Chicago, including Pilsen, Lincoln Park, and more.",https://www.volunteermatch.org/search/opp3288634.jsp,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Volunteer and Make a Difference with Memory Care Patients!,"7205 Western Ave, Lakeview, Chicago, IL",3/24/2024,11:00 AM,Engage and support memory care patients through various activities at CJE SeniorLife.,https://www.volunteermatch.org/search/opp3254886.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Mentor a Youth in Foster Care,"5160 State St, Bronzeville, Chicago, IL",10/5/2023,10:00 AM,Mentor a youth in foster care through SAFE FAMILIES PLUS. Provide guidance and support to help them navigate their challenges and build a better future.,https://www.volunteermatch.org/search/opp2833121.jsp,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
Help CUB Spread the Word About Clean Energy!,"5366 Halsted St, Rogers Park, Chicago, IL",10/6/2023,2:00 PM,Join Citizens Utility Board to promote clean energy initiatives. Engage with the community and spread awareness about sustainable energy solutions.,https://www.volunteermatch.org/search/opp2822792.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Volunteer with your dog!,"3924 Michigan Ave, Lakeview, Chicago, IL",10/7/2023,11:00 AM,Volunteer with your dog at CJE SeniorLife. Bring joy and companionship to seniors through this unique opportunity.,https://www.volunteermatch.org/search/opp2346535.jsp,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
Parent Leader - Northshore,"5749 Ashland Ave, Wicker Park, Chicago, IL",10/8/2023,9:00 AM,Become a Parent Leader with AWOFINC. Support families and children in the Northshore area through leadership and guidance.,https://www.volunteermatch.org/search/opp2278716.jsp,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
Administrative Assistant Volunteer,"4322 Western Ave, Lakeview, Chicago, IL",10/9/2023,1:00 PM,Assist Rush Oak Park Hospital with administrative tasks. Support the hospital staff in providing quality patient care.,https://www.volunteermatch.org/search/opp2165189.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Outreach Volunteer,"9247 Michigan Ave, Bronzeville, Chicago, IL",3/15/2024,10:00 AM,Volunteer opportunity to help outreach efforts for StandUp for Kids - Chicago. Assist in connecting with at-risk youth and providing essential resources.,https://www.volunteermatch.org/search/opp3814949.jsp,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Outreach Coordinator,"3656 Michigan Ave, Bronzeville, Chicago, IL",3/16/2024,2:00 PM,Coordinate outreach activities for StandUp for Kids - Chicago. Help organize events and distribute resources to at-risk youth.,https://www.volunteermatch.org/search/opp3814929.jsp,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Leadership Team,"4984 Clark St, Bronzeville, Chicago, IL",3/17/2024,11:00 AM,Join the leadership team at StandUp for Kids - Chicago. Help guide the organization's efforts in supporting at-risk youth.,https://www.volunteermatch.org/search/opp3814926.jsp,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
Fundraising Team Member,"4254 Pulaski Rd, Bronzeville, Chicago, IL",3/18/2024,9:00 AM,Assist the fundraising team at StandUp for Kids - Chicago. Help secure resources and support for at-risk youth.,https://www.volunteermatch.org/search/opp3814919.jsp,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
Public Relations/Marketing Internship,"339 Wabash Ave, Wicker Park, Chicago, IL",3/19/2024,1:00 PM,Internship opportunity in public relations and marketing for The Borgen Project. Assist in creating campaigns and materials to promote the organization's mission.,https://www.volunteermatch.org/search/opp3800601.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Regional Director,"9842 Wabash Ave, Wicker Park, Chicago, IL",3/20/2024,3:00 PM,Lead regional efforts for The Borgen Project. Oversee operations and strategy to address global poverty.,https://www.volunteermatch.org/search/opp3797046.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Nonprofit Leadership Internship,"6741 Western Ave, Wicker Park, Chicago, IL",3/21/2024,4:00 PM,Internship opportunity to gain leadership experience in the nonprofit sector with The Borgen Project.,https://www.volunteermatch.org/search/opp3797045.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Advocate,"9892 State St, Wicker Park, Chicago, IL",3/22/2024,5:00 PM,Advocate for global poverty reduction with The Borgen Project. Help raise awareness and support for critical issues.,https://www.volunteermatch.org/search/opp3796072.jsp,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
Political Affairs Internship,"6017 Western Ave, Wicker Park, Chicago, IL",3/23/2024,6:00 PM,Internship focused on political affairs and advocacy for The Borgen Project. Assist in policy-related efforts to address global poverty.,https://www.volunteermatch.org/search/opp3794335.jsp,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Writer/Journalist Internship,"6864 State St, Wicker Park, Chicago, IL",3/24/2024,7:00 PM,Internship opportunity to write and create content for The Borgen Project. Help tell the stories that drive the organization's mission.,https://www.volunteermatch.org/search/opp3793059.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Make sure no one faces End of Life Alone - Support Hospice Patients & Families,"7480 Ashland Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,"Volunteer to support hospice patients and families in Chicago, providing companionship and care during their end-of-life journey.",https://www.volunteermatch.org/search/opp3723297.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Volunteer needed to lead an Evening Ghost Tour in Chicago,"8723 Pulaski Rd, Pilsen, Chicago, IL",10/31/2023,6:00 PM,"Lead an evening ghost tour in Chicago, guiding participants through haunted locations and sharing spooky stories.",https://www.volunteermatch.org/search/opp3721079.jsp,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Host an International High School Exchange Student (Cook County, IL)","8688 Clark St, Wicker Park, Chicago, IL",8/15/2023,9:00 AM,"Host an international high school exchange student, providing a welcoming environment and cultural exchange opportunities.",https://www.volunteermatch.org/search/opp3708085.jsp,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Host an International High School Exchange Student (Cicero, IL)","1418 State St, Wicker Park, Chicago, IL",9/1/2023,9:00 AM,"Host an international high school exchange student in Cicero, IL, providing a supportive and inclusive home environment.",https://www.volunteermatch.org/search/opp3706960.jsp,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
Don't Let Them Face End of Life Alone - Support Hospice Patients & Families,"3451 Halsted St, Lakeview, Chicago, IL",11/20/2023,2:00 PM,"Volunteer to support hospice patients and families in Oak Park, providing companionship and care during their end-of-life journey.",https://www.volunteermatch.org/search/opp3705743.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
"Friendly phone voice, heart for helping & Thursday afternoons free?...","2218 Clark St, Pilsen, Chicago, IL",7/25/2023,1:00 PM,"Join the Tuck-In Call Team, providing friendly phone calls to hospice patients and families in Skokie.",https://www.volunteermatch.org/search/opp3689200.jsp,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
"Do you have a lot of free time, enjoy driving, and love celebrating others?","400 Clark St, Lakeview, Chicago, IL",12/15/2023,10:00 AM,Volunteer to celebrate others by driving and visiting hospice patients and families in Chicago.,https://www.volunteermatch.org/search/opp3686556.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Volunteer with Project Helping in Chicago!,"9943 Pulaski Rd, Pilsen, Chicago, IL",11/18/2023,9:00 AM,"Volunteer with Project Helping in Chicago, participating in community service activities to support those in need.",https://www.volunteermatch.org/search/opp3683313.jsp,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
We Won't Let Them Face End of Life Alone - Volunteer in Hospice,"2552 Halsted St, Lakeview, Chicago, IL",10/28/2023,10:00 AM,"Volunteer to support hospice patients and families in Chicago, providing companionship and care during their end-of-life journey.",https://www.volunteermatch.org/search/opp3682648.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
